ID,Marital_Status,Gender,Income,Children,Home_Owner,Cars,Commute_Distance,Age,Purchased_Bike,Con_hijos,Con_vehiculo,Education_Graduate_Degree,Education_High_School,Education_Partial_College,Education_Partial_High_School,Occupation_Management,Occupation_Manual,Occupation_Professional,Occupation_Skilled_Manual,Region_North_America,Region_Pacific,score_buy
18299,0,1,0.5,1.0,1,0.5714285714285714,4,0.361904761904762,0,1,1,False,False,True,False,False,False,False,True,False,True,0.34544177958648353
16466,1,0,0.08333333333333334,0.0,0,0.5714285714285714,0,0.13333333333333336,1,0,1,False,False,False,True,False,True,False,False,False,False,0.2994729159811076
19273,0,0,0.08333333333333334,0.4,1,0.0,0,0.7238095238095239,0,1,0,False,False,True,False,False,True,False,False,False,False,0.45936017947114993
22400,0,1,0.0,0.0,0,0.2857142857142857,0,0.019047619047619035,1,0,1,False,False,True,False,False,True,False,False,False,True,0.44468372263461736
20942,1,0,0.08333333333333334,0.0,0,0.2857142857142857,4,0.11428571428571427,0,0,1,False,True,False,False,False,True,False,False,False,False,0.5026528875292606
18484,1,1,0.5833333333333334,0.4,0,0.5714285714285714,1,0.4761904761904762,1,1,1,False,True,False,False,False,False,False,True,False,True,0.74094264590487
12291,1,1,0.6666666666666666,1.0,0,0.5714285714285714,3,0.7047619047619047,1,1,1,False,False,True,False,False,False,True,False,False,False,0.45068881116250736
28380,1,0,0.0,1.0,0,0.5714285714285714,0,0.30476190476190484,0,1,1,False,False,False,True,False,True,False,False,False,False,0.19557417697381843
17891,0,0,0.0,0.4,1,0.2857142857142857,0,0.4761904761904762,1,1,1,False,False,True,False,False,True,False,False,False,False,0.3663002484111349
27832,1,0,0.16666666666666666,0.0,0,0.2857142857142857,3,0.09523809523809529,0,0,1,False,False,True,False,False,False,False,False,False,False,0.44542631720072773
26863,1,1,0.08333333333333334,0.0,0,0.2857142857142857,3,0.05714285714285722,0,0,1,False,True,False,False,False,True,False,False,False,False,0.5262366772200247
16259,1,0,0.0,0.8,1,0.5714285714285714,0,0.28571428571428575,1,1,1,False,False,False,True,False,True,False,False,False,False,0.27553913672313013
27803,1,0,0.16666666666666666,0.4,0,0.0,0,0.3428571428571429,0,1,0,False,False,True,False,False,False,False,False,False,False,0.6138225852728916
14347,1,0,0.25,0.4,1,0.5714285714285714,4,0.7619047619047619,1,1,1,False,False,False,False,True,False,False,False,False,True,0.4582232801607179
17703,0,0,0.0,0.2,1,0.0,0,0.28571428571428575,0,1,0,True,False,False,False,False,True,False,False,False,False,0.5276112646335959
17185,0,0,1.0000000000000002,0.8,0,0.8571428571428571,4,0.43809523809523815,1,1,1,False,False,True,False,False,False,True,False,False,False,0.34722954718972443
29380,0,0,0.08333333333333334,0.6000000000000001,1,0.0,0,0.30476190476190484,1,1,0,False,True,False,False,False,True,False,False,False,False,0.5644848281863737
23986,0,0,0.08333333333333334,0.2,1,0.0,0,0.7809523809523811,1,1,0,False,False,False,False,False,False,False,False,False,False,0.5060345474064596
24466,0,0,0.41666666666666663,0.2,1,0.2857142857142857,4,0.4000000000000001,1,1,1,False,False,True,False,False,False,False,True,False,True,0.6131014257658557
29097,1,0,0.25,0.4,1,0.5714285714285714,4,0.5142857142857142,1,1,1,False,False,True,False,False,False,False,True,False,True,0.5087393763901481
19487,0,1,0.16666666666666666,0.4,0,0.5714285714285714,0,0.3238095238095238,0,1,1,False,False,True,False,False,False,False,False,False,False,0.24282906258075782
14939,0,1,0.25,0.0,1,0.0,0,0.26666666666666666,1,0,0,False,False,False,False,False,False,False,False,False,False,0.5485531115989826
13826,1,0,0.16666666666666666,0.0,0,0.2857142857142857,0,0.05714285714285722,0,0,1,False,False,True,False,False,False,False,False,False,False,0.5224210852835638
20619,1,1,0.5833333333333334,0.0,0,1.0,2,0.19047619047619052,0,0,1,False,False,False,False,False,False,True,False,False,True,0.538597007817624
12558,0,0,0.08333333333333334,0.2,1,0.0,0,0.7619047619047619,0,1,0,False,False,False,False,False,False,False,False,False,False,0.5080570038782496
24871,1,0,0.6666666666666666,0.8,0,0.8571428571428571,4,0.5904761904761906,0,1,1,False,True,False,False,True,False,False,False,False,False,0.3043667539639243
17319,1,0,0.5,0.0,0,0.2857142857142857,4,0.3238095238095238,0,0,1,False,False,False,False,False,False,True,False,False,True,0.7723292559345586
28906,0,1,0.5833333333333334,0.8,1,0.5714285714285714,2,0.5523809523809524,0,1,1,False,True,False,False,False,False,True,False,False,False,0.49989365719507856
12808,0,1,0.25,0.0,1,0.0,0,0.24761904761904768,1,0,0,False,False,False,False,False,False,False,False,False,False,0.5505560998755885
20567,0,1,1.0000000000000002,0.8,0,1.0,4,0.6857142857142857,1,1,1,False,False,True,False,False,False,True,False,False,False,0.25883708985719245
25502,0,0,0.25,0.2,1,0.0,0,0.3428571428571429,1,1,0,False,False,False,False,False,False,False,True,False,False,0.6106790216682816
15580,0,1,0.41666666666666663,0.4,1,0.2857142857142857,3,0.24761904761904768,1,1,1,False,False,False,False,False,False,True,False,False,True,0.7187809073397362
24185,1,0,0.0,0.2,0,0.2857142857142857,1,0.380952380952381,0,1,1,False,True,False,False,False,True,False,False,False,False,0.5890659688162663
19291,1,0,0.0,0.4,1,0.0,0,0.19047619047619052,0,1,0,False,True,False,False,False,True,False,False,False,False,0.7286739759667281
16713,0,1,0.25,0.4,1,0.2857142857142857,0,0.5142857142857142,1,1,1,False,False,False,False,True,False,False,False,False,True,0.552968503628332
16185,1,1,0.41666666666666663,0.8,1,0.8571428571428571,2,0.30476190476190484,0,1,1,False,False,False,False,False,False,True,False,False,True,0.5479724426175795
14927,0,0,0.16666666666666666,0.2,1,0.0,0,0.2285714285714286,1,1,0,False,False,False,False,False,False,False,False,False,False,0.6007217032423824
29337,1,1,0.16666666666666666,0.4,1,0.5714285714285714,4,0.819047619047619,0,1,1,False,False,True,False,False,False,False,False,False,True,0.4471570192501528
29355,0,0,0.25,0.0,1,0.0,0,0.2285714285714286,1,0,0,True,False,False,False,False,False,False,False,False,False,0.5470387203711842
25303,1,1,0.16666666666666666,0.0,1,0.2857142857142857,3,0.15238095238095245,1,0,1,False,True,False,False,False,True,False,False,False,False,0.6196980938669403
14813,1,0,0.08333333333333334,0.8,1,0.2857142857142857,0,0.3428571428571429,1,1,1,False,True,False,False,False,True,False,False,False,False,0.5990106985994986
16438,0,0,0.0,0.0,0,0.5714285714285714,0,0.09523809523809529,0,0,1,False,False,False,True,False,True,False,False,False,False,0.16143868742537773
14238,0,1,0.9166666666666666,0.0,1,1.0,2,0.2095238095238095,1,0,1,False,False,False,True,False,False,True,False,False,True,0.4942779464501159
16200,1,0,0.0,0.0,0,0.5714285714285714,0,0.19047619047619052,0,0,1,False,False,False,True,False,True,False,False,False,False,0.264294622511236
24857,0,0,1.0000000000000002,0.6000000000000001,1,1.0,0,0.5142857142857142,0,1,1,False,True,False,False,False,False,True,False,False,False,0.5714127258925176
26956,1,0,0.08333333333333334,0.0,0,0.2857142857142857,3,0.2095238095238095,1,0,1,False,False,True,False,False,True,False,False,False,False,0.41533338473252623
14517,0,0,0.08333333333333334,0.6000000000000001,0,0.5714285714285714,1,0.7047619047619047,0,1,1,False,True,False,False,False,False,False,True,False,True,0.32157345373158835
12678,1,0,1.0000000000000002,0.8,1,1.0,0,0.11428571428571427,0,1,1,False,True,False,False,True,False,False,False,False,True,0.7187061439875561
16188,1,0,0.08333333333333334,0.0,0,0.5714285714285714,1,0.019047619047619035,0,0,1,False,False,False,True,False,True,False,False,False,False,0.2892895780840597
27969,0,1,0.5833333333333334,0.0,1,0.5714285714285714,2,0.0761904761904762,1,0,1,False,False,False,False,False,False,True,False,False,True,0.663183081810743
15752,0,1,0.5833333333333334,0.4,0,0.5714285714285714,1,0.4761904761904762,1,1,1,False,True,False,False,False,False,False,True,False,True,0.5954686505652158
27745,1,1,0.25,0.4,1,0.5714285714285714,4,0.7238095238095239,1,1,1,False,False,False,False,True,False,False,False,False,True,0.455435130087295
20828,0,0,0.16666666666666666,0.8,1,0.0,0,0.380952380952381,1,1,0,True,False,False,False,False,False,False,False,False,False,0.4496276606199752
19461,1,0,0.0,0.8,1,0.5714285714285714,0,0.28571428571428575,0,1,1,False,False,False,True,False,True,False,False,False,False,0.27553913672313013
26941,0,1,0.16666666666666666,0.0,1,0.0,0,0.41904761904761906,1,0,0,False,False,False,False,False,False,False,False,False,False,0.49510339161024175
28412,1,1,0.08333333333333334,0.0,0,0.2857142857142857,3,0.0761904761904762,0,0,1,False,True,False,False,False,True,False,False,False,False,0.5242189688210829
24485,1,1,0.25,0.4,0,0.2857142857142857,4,0.5142857142857142,1,1,1,False,False,False,False,True,False,False,False,False,True,0.5529559283323296
16514,1,1,0.0,0.0,1,0.2857142857142857,1,0.019047619047619035,1,0,1,False,False,True,False,False,True,False,False,False,True,0.6498778532428261
17191,1,1,1.0000000000000002,0.6000000000000001,0,0.8571428571428571,0,0.4952380952380953,1,1,1,False,False,True,False,False,False,True,False,False,False,0.6311206723936483
19608,0,1,0.5833333333333334,1.0,1,1.0,1,0.28571428571428575,0,1,1,False,False,False,False,False,False,True,False,False,True,0.37277854667424226
24119,1,1,0.16666666666666666,0.0,0,0.2857142857142857,3,0.0761904761904762,0,0,1,False,False,True,False,False,False,False,False,False,False,0.4406571000931756
25458,0,1,0.08333333333333334,0.2,0,0.2857142857142857,1,0.28571428571428575,1,1,1,False,True,False,False,False,True,False,False,False,False,0.4647015854930714
26886,1,0,0.16666666666666666,0.0,0,0.2857142857142857,0,0.0761904761904762,1,0,1,False,False,True,False,False,False,False,False,False,False,0.5204019366826246
28436,1,1,0.16666666666666666,0.0,0,0.2857142857142857,0,0.09523809523809529,1,0,1,False,False,True,False,False,False,False,False,False,False,0.5115335427155128
19562,1,0,0.41666666666666663,0.4,1,0.2857142857142857,3,0.2285714285714286,1,1,1,False,False,False,False,False,False,True,False,False,True,0.8372881588718812
15608,1,0,0.16666666666666666,0.0,0,0.2857142857142857,3,0.15238095238095245,0,0,1,False,False,True,False,False,False,False,False,False,False,0.43943825702902917
16487,1,0,0.16666666666666666,0.6000000000000001,1,0.5714285714285714,4,0.5714285714285714,0,1,1,False,True,False,False,False,False,False,True,False,True,0.5262996174535735
17197,1,0,0.6666666666666666,1.0,1,0.5714285714285714,2,0.7047619047619047,0,1,1,False,False,True,False,False,False,True,False,False,False,0.5501079588158881
12507,0,1,0.16666666666666666,0.2,1,0.2857142857142857,0,0.3428571428571429,0,1,1,False,False,True,False,False,False,False,False,False,False,0.4676514823673017
23940,0,1,0.25,0.2,1,0.2857142857142857,0,0.361904761904762,1,1,1,False,False,False,False,False,False,False,True,False,False,0.5184782068678199
19441,0,1,0.25,0.0,1,0.0,0,0.3653609831029186,1,0,0,True,False,False,False,False,False,False,False,False,False,0.5257734725042965
26852,0,0,0.08333333333333334,0.6000000000000001,1,0.5714285714285714,0,0.3428571428571429,0,1,1,False,True,False,False,False,True,False,False,False,False,0.3376336700974962
12274,1,1,0.0,0.4,1,0.0,0,0.19047619047619052,0,1,0,False,True,False,False,False,True,False,False,False,False,0.7232190976829249
20236,1,1,0.41666666666666663,0.6000000000000001,0,0.5714285714285714,0,0.3428571428571429,1,1,1,False,False,False,False,False,False,True,False,False,True,0.6982969865018718
24149,0,1,0.0,0.4,1,0.0,1,0.45714285714285724,0,1,0,False,False,True,False,False,True,False,False,False,False,0.41962423478819993
26139,1,1,0.41666666666666663,0.2,1,0.2857142857142857,4,0.380952380952381,0,1,1,False,False,True,False,False,False,False,True,False,True,0.7512507634709442
18491,1,0,0.5,0.4,1,0.5714285714285714,4,0.45714285714285724,1,1,1,False,True,False,False,False,False,True,False,False,True,0.7867035462780079
22707,1,0,0.16666666666666666,0.0,0,0.2857142857142857,3,0.09523809523809529,0,0,1,False,False,True,False,False,False,False,False,False,False,0.44542631720072773
20430,0,1,0.5,0.4,1,0.5714285714285714,4,0.5142857142857142,1,1,1,False,False,True,False,False,False,False,True,False,True,0.44826907734914906
27494,1,0,0.25,0.4,0,0.5714285714285714,1,0.5333333333333334,1,1,1,False,False,True,False,False,False,False,True,False,True,0.511398017653377
26829,0,0,0.25,0.0,1,0.0,0,0.24761904761904768,1,0,0,False,False,False,False,False,False,False,False,False,False,0.5573310233379648
28395,1,1,0.25,0.0,0,0.0,0,0.26666666666666666,1,0,0,False,False,False,False,False,False,True,False,False,False,0.713580705842343
21006,1,0,0.3855633802816901,0.2,0,0.0,0,0.4000000000000001,1,1,0,False,False,True,False,False,True,False,False,False,False,0.7451958201496125
14682,1,0,0.5,0.0,0,0.2857142857142857,4,0.24761904761904768,0,0,1,False,False,False,False,False,False,True,False,False,True,0.7779701374379493
17650,1,0,0.25,0.4,1,0.5714285714285714,1,0.19047619047619052,0,1,1,False,False,True,False,False,False,False,False,False,False,0.4843018748573288
29191,1,0,1.0000000000000002,0.2,0,0.2857142857142857,0,0.2095238095238095,1,1,1,True,False,False,False,True,False,False,False,False,True,0.902263472603467
15030,0,1,0.08333333333333334,0.0,1,0.0,0,0.019047619047619035,1,0,0,False,False,False,False,False,False,False,False,False,True,0.642940233936703
24140,1,1,0.0,0.0,0,0.0,0,0.09523809523809529,1,0,0,True,False,False,False,False,True,False,False,False,False,0.5583778754740776
22496,0,0,0.16666666666666666,0.2,1,0.5714285714285714,0,0.3238095238095238,0,1,1,False,False,False,False,False,False,False,True,False,False,0.3524056984341824
24065,1,0,0.08333333333333334,0.38205645161290325,1,0.0,0,0.28571428571428575,1,1,0,False,True,False,False,False,True,False,False,False,False,0.7524960652011664
19914,0,1,0.5833333333333334,1.0,1,0.5714285714285714,3,0.7047619047619047,0,1,1,False,False,False,False,True,False,False,False,False,False,0.22753354133624196
12871,1,0,0.16666666666666666,0.0,0,0.2857142857142857,3,0.0761904761904762,0,0,1,False,False,True,False,False,False,False,False,False,False,0.4474259515640481
22988,0,0,0.25,0.4,1,0.5714285714285714,4,0.7809523809523811,1,1,1,False,False,False,False,True,False,False,False,False,True,0.30156783859837255
15922,0,1,1.0000000000000002,0.4,1,1.0,0,0.43809523809523815,0,1,1,False,True,False,False,False,False,True,False,False,False,0.6125311289209808
12344,1,0,0.5833333333333334,0.0,0,0.8571428571428571,2,0.11428571428571427,0,0,1,False,False,False,False,False,False,True,False,False,True,0.6230830457790374
23627,1,0,0.75,0.6000000000000001,0,1.0,4,0.5904761904761906,0,1,1,False,False,True,False,True,False,False,False,False,False,0.22981215850389888
27775,1,0,0.25,0.0,0,0.0,0,0.24761904761904768,1,0,0,False,False,False,False,False,False,False,False,False,False,0.6503532234223155
29301,0,1,0.5833333333333334,1.0,1,1.0,1,0.28571428571428575,0,1,1,False,False,False,False,False,False,True,False,False,True,0.37277854667424226
12716,1,1,0.16666666666666666,0.0,1,0.2857142857142857,3,0.13333333333333336,0,0,1,False,False,True,False,False,False,False,False,False,False,0.50280725065666
12472,0,1,0.16666666666666666,0.2,1,0.2857142857142857,3,0.26666666666666666,0,1,1,False,False,False,False,False,False,False,False,False,False,0.43325852197075376
20970,1,1,0.0,0.4,1,0.2857142857142857,0,0.5142857142857142,1,1,1,False,False,True,False,False,True,False,False,False,False,0.5181245912144375
26818,1,1,0.0,0.6000000000000001,1,0.2857142857142857,0,0.26666666666666666,1,1,1,False,True,False,False,False,True,False,False,False,False,0.6039640553179776
12993,0,1,0.41666666666666663,0.4,1,0.2857142857142857,3,0.2285714285714286,0,1,1,False,False,False,False,False,False,True,False,False,True,0.72041357147603
14192,0,1,0.6666666666666666,0.8,1,0.8571428571428571,4,0.5904761904761906,1,1,1,False,True,False,False,True,False,False,False,False,False,0.2236947237487677
19477,0,1,0.25,0.0,1,0.0,0,0.28571428571428575,1,0,0,False,False,False,False,False,False,True,False,False,False,0.6258589588039869
26796,1,1,0.25,0.4,1,0.5714285714285714,4,0.7619047619047619,1,1,1,False,False,False,False,True,False,False,False,False,True,0.45142452784380294
21094,1,0,0.16666666666666666,0.4,1,0.5714285714285714,0,0.3238095238095238,0,1,1,False,False,True,False,False,False,False,False,False,False,0.457215226352021
12234,0,1,0.0,0.4,1,0.2857142857142857,3,0.5142857142857142,0,1,1,False,False,True,False,False,True,False,False,False,False,0.2922557413411759
28683,1,0,0.0,0.2,0,0.2857142857142857,4,0.19047619047619052,1,1,1,False,True,False,False,False,True,False,False,False,False,0.5370048239851566
17994,1,1,0.08333333333333334,0.4,1,0.5714285714285714,0,0.3238095238095238,0,1,1,False,True,False,False,False,True,False,False,False,False,0.5340645238386738
24273,0,0,0.08333333333333334,0.4,1,0.5714285714285714,4,0.5714285714285714,1,1,1,False,False,False,True,False,False,False,False,False,True,0.2404729794122826
26547,1,0,0.16666666666666666,0.4,0,0.5714285714285714,4,0.6666666666666667,1,1,1,False,False,True,False,False,False,False,False,False,True,0.40275174435698363
22500,1,1,0.25,0.0,0,0.0,0,0.28571428571428575,1,0,0,False,False,False,False,False,False,True,False,False,False,0.7119240961549431
23993,1,0,0.0,0.0,0,0.2857142857142857,0,0.019047619047619035,1,0,1,False,False,True,False,False,True,False,False,False,True,0.6152651667651514
14832,0,1,0.25,0.2,1,0.0,0,0.3238095238095238,1,1,0,False,False,False,False,False,False,False,True,False,False,0.6060741173747002
16614,0,0,0.5833333333333334,0.0,1,0.8571428571428571,2,0.13333333333333336,0,0,1,False,False,False,False,False,False,True,False,False,True,0.5260534777290821
20877,1,1,0.16666666666666666,0.2,1,0.0,1,0.2285714285714286,1,1,0,False,False,False,False,False,False,False,False,False,False,0.7206587490127522
20729,0,0,0.25,0.4,0,0.2857142857142857,0,0.17142857142857143,0,1,1,False,False,True,False,False,False,False,False,False,False,0.42090718493500173
22464,0,1,0.25,0.0,1,0.0,0,0.2285714285714286,1,0,0,True,False,False,False,False,False,False,False,False,False,0.540236221072689
19475,0,0,0.25,0.0,0,0.0,0,0.28571428571428575,1,0,0,False,False,False,False,False,False,True,False,False,False,0.5665803185193553
19675,0,1,0.08333333333333334,0.8,1,0.5714285714285714,4,0.6666666666666667,0,1,1,False,True,False,False,False,False,False,True,False,True,0.28051320779674555
12728,1,1,0.16666666666666666,0.0,0,0.2857142857142857,1,0.038095238095238126,0,0,1,False,False,True,False,False,False,False,False,False,False,0.49321046583260103
26154,0,1,0.41666666666666663,0.2,1,0.2857142857142857,4,0.3428571428571429,1,1,1,False,False,True,False,False,False,False,True,False,True,0.6123551528282849
29117,1,1,0.75,0.2,0,0.8571428571428571,0,0.43809523809523815,0,1,1,False,False,False,False,True,False,False,False,False,True,0.6332275619178838
17845,1,0,0.08333333333333334,0.0,0,0.5714285714285714,1,0.13333333333333336,0,0,1,False,False,False,True,False,True,False,False,False,False,0.2794109149865246
25058,0,1,0.75,0.2,1,0.8571428571428571,3,0.41904761904761906,0,1,1,False,False,False,False,True,False,False,False,False,True,0.46784322710891285
23426,1,1,0.5833333333333334,1.0,1,0.8571428571428571,0,0.28571428571428575,0,1,1,True,False,False,False,True,False,False,False,False,True,0.46857597430712844
14798,1,0,0.0,0.8,1,0.5714285714285714,0,0.30476190476190484,1,1,1,False,False,False,True,False,True,False,False,False,False,0.2739268814122063
12664,0,0,1.0000000000000002,1.0,1,1.0,0,0.6476190476190475,0,1,1,False,False,True,False,False,False,True,False,False,False,0.37530729778331157
23979,1,1,0.0,0.4,0,0.0,0,0.4761904761904762,0,1,0,False,False,True,False,False,True,False,False,False,False,0.5387779734893042
25605,1,0,0.08333333333333334,0.4,0,0.2857142857142857,0,0.5523809523809524,1,1,1,False,False,True,False,False,True,False,False,False,False,0.4898637122202538
20797,0,0,0.0,0.2,1,0.0,0,0.43809523809523815,0,1,0,False,False,False,False,False,True,False,False,False,False,0.5238672442109009
21980,1,0,0.41666666666666663,0.2,1,0.2857142857142857,4,0.361904761904762,1,1,1,False,False,False,False,False,False,True,False,False,True,0.8388060600379562
25460,0,0,0.08333333333333334,0.4,1,0.0,0,0.28571428571428575,1,1,0,False,True,False,False,False,True,False,False,False,False,0.6065601511440272
29181,1,0,0.41666666666666663,0.4,0,0.2857142857142857,0,0.24761904761904768,1,1,1,False,False,False,False,False,False,True,False,False,True,0.8387323720725758
24279,1,1,0.25,0.4,0,0.5714285714285714,1,0.5142857142857142,0,1,1,False,False,True,False,False,False,False,True,False,True,0.5065676549170608
22402,0,1,0.0,0.0,1,0.2857142857142857,3,0.0,1,0,1,False,False,True,False,False,True,False,False,False,True,0.4420581203637269
15465,0,0,0.0,0.0,0,0.2857142857142857,0,0.0,0,0,1,False,False,True,False,False,True,False,False,False,True,0.45346907956123217
26757,1,1,0.6666666666666666,0.2,1,0.2857142857142857,3,0.41904761904761906,1,1,1,False,False,False,False,False,False,True,False,False,True,0.8951349137788914
14233,1,1,0.75,0.0,1,0.8571428571428571,2,0.19047619047619052,0,0,1,False,True,False,False,True,False,False,False,False,True,0.6679034297517253
14058,1,1,0.5,0.0,0,0.2857142857142857,4,0.30476190476190484,1,0,1,False,False,False,False,False,False,True,False,False,True,0.7689128347841434
12273,0,1,0.16666666666666666,0.2,1,0.0,0,0.41904761904761906,0,1,0,False,False,False,False,False,False,False,False,False,False,0.5744765919092649
17203,0,0,1.0000000000000002,0.8,1,1.0,4,0.6857142857142857,1,1,1,False,False,True,False,False,False,True,False,False,False,0.3206898870604505
18144,0,0,0.5833333333333334,1.0,1,0.5714285714285714,3,0.6857142857142857,0,1,1,False,False,False,False,True,False,False,False,False,False,0.23383528903238524
23963,0,1,0.0,0.0,0,0.5714285714285714,0,0.15238095238095245,0,0,1,False,False,False,True,False,True,False,False,False,False,0.1545624752942557
17907,0,0,0.0,0.0,1,0.2857142857142857,3,0.038095238095238126,0,0,1,False,False,True,False,False,True,False,False,False,True,0.4448312721892948
19442,1,1,0.33333333333333337,0.0,1,0.0,0,0.2285714285714286,1,0,0,True,False,False,False,False,False,False,True,False,False,0.7141836736607469
17504,1,0,0.5833333333333334,0.4,1,0.5714285714285714,4,0.5142857142857142,1,1,1,False,False,True,False,False,False,False,True,False,True,0.6533253702659827
12253,1,0,0.08333333333333334,0.0,1,0.0,0,0.0761904761904762,1,0,0,False,False,True,False,False,True,False,False,False,True,0.7702309601729131
27304,1,0,0.8333333333333334,0.4,0,0.8571428571428571,4,0.43809523809523815,0,1,1,False,False,True,False,False,False,True,False,False,False,0.516107370322302
14191,0,1,1.0000000000000002,0.8,0,0.5714285714285714,2,0.5714285714285714,1,1,1,False,False,True,False,False,False,True,False,False,False,0.5140468744149681
12212,0,0,0.0,0.0,1,0.0,0,0.2285714285714286,1,0,0,True,False,False,False,False,True,False,False,False,False,0.45390758797452013
25529,1,1,0.0,0.2,1,0.0,0,0.361904761904762,0,1,0,True,False,False,False,False,True,False,False,False,False,0.6715109252046504
22170,0,0,0.16666666666666666,0.6000000000000001,0,0.5714285714285714,1,0.5714285714285714,1,1,1,False,False,True,False,False,False,False,False,False,True,0.2910106922553312
19445,0,0,0.0,0.4,0,0.2857142857142857,0,0.24761904761904768,0,1,1,False,True,False,False,False,True,False,False,False,False,0.42181366353565336
15265,1,1,0.25,0.4,1,0.5714285714285714,4,0.7809523809523811,1,1,1,False,False,False,False,True,False,False,False,False,True,0.4494215574958472
28918,0,0,1.0000000000000002,0.8,0,1.0,2,0.6285714285714286,0,1,1,False,True,False,False,True,False,False,False,False,False,0.26868200296564415
